键,值,上级,省/直辖市/自治区
410000,河南省,中华人民共和国,河南省
410100,郑州市,河南省,河南省
410102,中原区,郑州市,河南省
410103,二七区,郑州市,河南省
410104,管城回族区,郑州市,河南省
410105,金水区,郑州市,河南省
410106,上街区,郑州市,河南省
410108,惠济区,郑州市,河南省
410122,中牟县,郑州市,河南省
410181,巩义市,郑州市,河南省
410182,荥阳市,郑州市,河南省
410183,新密市,郑州市,河南省
410184,新郑市,郑州市,河南省
410185,登封市,郑州市,河南省
410200,开封市,河南省,河南省
410202,龙亭区,开封市,河南省
410203,顺河回族区,开封市,河南省
410204,鼓楼区,开封市,河南省
410205,禹王台区,开封市,河南省
410212,祥符区,开封市,河南省
410221,杞县,开封市,河南省
410222,通许县,开封市,河南省
410223,尉氏县,开封市,河南省
410225,兰考县,开封市,河南省
410300,洛阳市,河南省,河南省
410302,老城区,洛阳市,河南省
410303,西工区,洛阳市,河南省
410304,瀍河回族区,洛阳市,河南省
410305,涧西区,洛阳市,河南省
410306,吉利区,洛阳市,河南省
410311,洛龙区,洛阳市,河南省
410322,孟津县,洛阳市,河南省
410323,新安县,洛阳市,河南省
410324,栾川县,洛阳市,河南省
410325,嵩县,洛阳市,河南省
410326,汝阳县,洛阳市,河南省
410327,宜阳县,洛阳市,河南省
410328,洛宁县,洛阳市,河南省
410329,伊川县,洛阳市,河南省
410381,偃师市,洛阳市,河南省
410400,平顶山市,河南省,河南省
410402,新华区,平顶山市,河南省
410403,卫东区,平顶山市,河南省
410404,石龙区,平顶山市,河南省
410411,湛河区,平顶山市,河南省
410421,宝丰县,平顶山市,河南省
410422,叶县,平顶山市,河南省
410423,鲁山县,平顶山市,河南省
410425,郏县,平顶山市,河南省
410481,舞钢市,平顶山市,河南省
410482,汝州市,平顶山市,河南省
410500,安阳市,河南省,河南省
410502,文峰区,安阳市,河南省
410503,北关区,安阳市,河南省
410505,殷都区,安阳市,河南省
410506,龙安区,安阳市,河南省
410522,安阳县,安阳市,河南省
410523,汤阴县,安阳市,河南省
410526,滑县,安阳市,河南省
410527,内黄县,安阳市,河南省
410581,林州市,安阳市,河南省
410600,鹤壁市,河南省,河南省
410602,鹤山区,鹤壁市,河南省
410603,山城区,鹤壁市,河南省
410611,淇滨区,鹤壁市,河南省
410621,浚县,鹤壁市,河南省
410622,淇县,鹤壁市,河南省
410700,新乡市,河南省,河南省
410702,红旗区,新乡市,河南省
410703,卫滨区,新乡市,河南省
410704,凤泉区,新乡市,河南省
410711,牧野区,新乡市,河南省
410721,新乡县,新乡市,河南省
410724,获嘉县,新乡市,河南省
410725,原阳县,新乡市,河南省
410726,延津县,新乡市,河南省
410727,封丘县,新乡市,河南省
410781,卫辉市,新乡市,河南省
410782,辉县市,新乡市,河南省
410783,长垣市,新乡市,河南省
410800,焦作市,河南省,河南省
410802,解放区,焦作市,河南省
410803,中站区,焦作市,河南省
410804,马村区,焦作市,河南省
410811,山阳区,焦作市,河南省
410821,修武县,焦作市,河南省
410822,博爱县,焦作市,河南省
410823,武陟县,焦作市,河南省
410825,温县,焦作市,河南省
410882,沁阳市,焦作市,河南省
410883,孟州市,焦作市,河南省
410900,濮阳市,河南省,河南省
410902,华龙区,濮阳市,河南省
410922,清丰县,濮阳市,河南省
410923,南乐县,濮阳市,河南省
410926,范县,濮阳市,河南省
410927,台前县,濮阳市,河南省
410928,濮阳县,濮阳市,河南省
411000,许昌市,河南省,河南省
411002,魏都区,许昌市,河南省
411003,建安区,许昌市,河南省
411024,鄢陵县,许昌市,河南省
411025,襄城县,许昌市,河南省
411081,禹州市,许昌市,河南省
411082,长葛市,许昌市,河南省
411100,漯河市,河南省,河南省
411102,源汇区,漯河市,河南省
411103,郾城区,漯河市,河南省
411104,召陵区,漯河市,河南省
411121,舞阳县,漯河市,河南省
411122,临颍县,漯河市,河南省
411200,三门峡市,河南省,河南省
411202,湖滨区,三门峡市,河南省
411203,陕州区,三门峡市,河南省
411221,渑池县,三门峡市,河南省
411224,卢氏县,三门峡市,河南省
411281,义马市,三门峡市,河南省
411282,灵宝市,三门峡市,河南省
411300,南阳市,河南省,河南省
411302,宛城区,南阳市,河南省
411303,卧龙区,南阳市,河南省
411321,南召县,南阳市,河南省
411322,方城县,南阳市,河南省
411323,西峡县,南阳市,河南省
411324,镇平县,南阳市,河南省
411325,内乡县,南阳市,河南省
411326,淅川县,南阳市,河南省
411327,社旗县,南阳市,河南省
411328,唐河县,南阳市,河南省
411329,新野县,南阳市,河南省
411330,桐柏县,南阳市,河南省
411381,邓州市,南阳市,河南省
411400,商丘市,河南省,河南省
411402,梁园区,商丘市,河南省
411403,睢阳区,商丘市,河南省
411421,民权县,商丘市,河南省
411422,睢县,商丘市,河南省
411423,宁陵县,商丘市,河南省
411424,柘城县,商丘市,河南省
411425,虞城县,商丘市,河南省
411426,夏邑县,商丘市,河南省
411481,永城市,商丘市,河南省
411500,信阳市,河南省,河南省
411502,浉河区,信阳市,河南省
411503,平桥区,信阳市,河南省
411521,罗山县,信阳市,河南省
411522,光山县,信阳市,河南省
411523,新县,信阳市,河南省
411524,商城县,信阳市,河南省
411525,固始县,信阳市,河南省
411526,潢川县,信阳市,河南省
411527,淮滨县,信阳市,河南省
411528,息县,信阳市,河南省
411600,周口市,河南省,河南省
411602,川汇区,周口市,河南省
411603,淮阳区,周口市,河南省
411621,扶沟县,周口市,河南省
411622,西华县,周口市,河南省
411623,商水县,周口市,河南省
411624,沈丘县,周口市,河南省
411625,郸城县,周口市,河南省
411627,太康县,周口市,河南省
411628,鹿邑县,周口市,河南省
411681,项城市,周口市,河南省
411700,驻马店市,河南省,河南省
411702,驿城区,驻马店市,河南省
411721,西平县,驻马店市,河南省
411722,上蔡县,驻马店市,河南省
411723,平舆县,驻马店市,河南省
411724,正阳县,驻马店市,河南省
411725,确山县,驻马店市,河南省
411726,泌阳县,驻马店市,河南省
411727,汝南县,驻马店市,河南省
411728,遂平县,驻马店市,河南省
411729,新蔡县,驻马店市,河南省
419001,济源市,驻马店市,河南省
420000,湖北省,中华人民共和国,湖北省
420100,武汉市,湖北省,湖北省
420102,江岸区,武汉市,湖北省
420103,江汉区,武汉市,湖北省
420104,硚口区,武汉市,湖北省
420105,汉阳区,武汉市,湖北省
420106,武昌区,武汉市,湖北省
420107,青山区,武汉市,湖北省
420111,洪山区,武汉市,湖北省
420112,东西湖区,武汉市,湖北省
420113,汉南区,武汉市,湖北省
420114,蔡甸区,武汉市,湖北省
420115,江夏区,武汉市,湖北省
420116,黄陂区,武汉市,湖北省
420117,新洲区,武汉市,湖北省
420200,黄石市,湖北省,湖北省
420202,黄石港区,黄石市,湖北省
420203,西塞山区,黄石市,湖北省
420204,下陆区,黄石市,湖北省
420205,铁山区,黄石市,湖北省
420222,阳新县,黄石市,湖北省
420281,大冶市,黄石市,湖北省
420300,十堰市,湖北省,湖北省
420302,茅箭区,十堰市,湖北省
420303,张湾区,十堰市,湖北省
420304,郧阳区,十堰市,湖北省
420322,郧西县,十堰市,湖北省
420323,竹山县,十堰市,湖北省
420324,竹溪县,十堰市,湖北省
420325,房县,十堰市,湖北省
420381,丹江口市,十堰市,湖北省
420500,宜昌市,湖北省,湖北省
420502,西陵区,宜昌市,湖北省
420503,伍家岗区,宜昌市,湖北省
420504,点军区,宜昌市,湖北省
420505,猇亭区,宜昌市,湖北省
420506,夷陵区,宜昌市,湖北省
420525,远安县,宜昌市,湖北省
420526,兴山县,宜昌市,湖北省
420527,秭归县,宜昌市,湖北省
420528,长阳土家族自治县,宜昌市,湖北省
420529,五峰土家族自治县,宜昌市,湖北省
420581,宜都市,宜昌市,湖北省
420582,当阳市,宜昌市,湖北省
420583,枝江市,宜昌市,湖北省
420600,襄阳市,湖北省,湖北省
420602,襄城区,襄阳市,湖北省
420606,樊城区,襄阳市,湖北省
420607,襄州区,襄阳市,湖北省
420624,南漳县,襄阳市,湖北省
420625,谷城县,襄阳市,湖北省
420626,保康县,襄阳市,湖北省
420682,老河口市,襄阳市,湖北省
420683,枣阳市,襄阳市,湖北省
420684,宜城市,襄阳市,湖北省
420700,鄂州市,湖北省,湖北省
420702,梁子湖区,鄂州市,湖北省
420703,华容区,鄂州市,湖北省
420704,鄂城区,鄂州市,湖北省
420800,荆门市,湖北省,湖北省
420802,东宝区,荆门市,湖北省
420804,掇刀区,荆门市,湖北省
420822,沙洋县,荆门市,湖北省
420881,钟祥市,荆门市,湖北省
420882,京山市,荆门市,湖北省
420900,孝感市,湖北省,湖北省
420902,孝南区,孝感市,湖北省
420921,孝昌县,孝感市,湖北省
420922,大悟县,孝感市,湖北省
420923,云梦县,孝感市,湖北省
420981,应城市,孝感市,湖北省
420982,安陆市,孝感市,湖北省
420984,汉川市,孝感市,湖北省
421000,荆州市,湖北省,湖北省
421002,沙市区,荆州市,湖北省
421003,荆州区,荆州市,湖北省
421022,公安县,荆州市,湖北省
421023,监利县,荆州市,湖北省
421024,江陵县,荆州市,湖北省
421081,石首市,荆州市,湖北省
421083,洪湖市,荆州市,湖北省
421087,松滋市,荆州市,湖北省
421100,黄冈市,湖北省,湖北省
421102,黄州区,黄冈市,湖北省
421121,团风县,黄冈市,湖北省
421122,红安县,黄冈市,湖北省
421123,罗田县,黄冈市,湖北省
421124,英山县,黄冈市,湖北省
421125,浠水县,黄冈市,湖北省
421126,蕲春县,黄冈市,湖北省
421127,黄梅县,黄冈市,湖北省
421181,麻城市,黄冈市,湖北省
421182,武穴市,黄冈市,湖北省
421200,咸宁市,湖北省,湖北省
421202,咸安区,咸宁市,湖北省
421221,嘉鱼县,咸宁市,湖北省
421222,通城县,咸宁市,湖北省
421223,崇阳县,咸宁市,湖北省
421224,通山县,咸宁市,湖北省
421281,赤壁市,咸宁市,湖北省
421300,随州市,湖北省,湖北省
421303,曾都区,随州市,湖北省
421321,随县,随州市,湖北省
421381,广水市,随州市,湖北省
422800,恩施土家族苗族自治州,湖北省,湖北省
422801,恩施市,恩施土家族苗族自治州,湖北省
422802,利川市,恩施土家族苗族自治州,湖北省
422822,建始县,恩施土家族苗族自治州,湖北省
422823,巴东县,恩施土家族苗族自治州,湖北省
422825,宣恩县,恩施土家族苗族自治州,湖北省
422826,咸丰县,恩施土家族苗族自治州,湖北省
422827,来凤县,恩施土家族苗族自治州,湖北省
422828,鹤峰县,恩施土家族苗族自治州,湖北省
429004,仙桃市,恩施土家族苗族自治州,湖北省
429005,潜江市,恩施土家族苗族自治州,湖北省
429006,天门市,恩施土家族苗族自治州,湖北省
429021,神农架林区,恩施土家族苗族自治州,湖北省
430000,湖南省,中华人民共和国,湖南省
430100,长沙市,湖南省,湖南省
430102,芙蓉区,长沙市,湖南省
430103,天心区,长沙市,湖南省
430104,岳麓区,长沙市,湖南省
430105,开福区,长沙市,湖南省
430111,雨花区,长沙市,湖南省
430112,望城区,长沙市,湖南省
430121,长沙县,长沙市,湖南省
430181,浏阳市,长沙市,湖南省
430182,宁乡市,长沙市,湖南省
430200,株洲市,湖南省,湖南省
430202,荷塘区,株洲市,湖南省
430203,芦淞区,株洲市,湖南省
430204,石峰区,株洲市,湖南省
430211,天元区,株洲市,湖南省
430212,渌口区,株洲市,湖南省
430223,攸县,株洲市,湖南省
430224,茶陵县,株洲市,湖南省
430225,炎陵县,株洲市,湖南省
430281,醴陵市,株洲市,湖南省
430300,湘潭市,湖南省,湖南省
430302,雨湖区,湘潭市,湖南省
430304,岳塘区,湘潭市,湖南省
430321,湘潭县,湘潭市,湖南省
430381,湘乡市,湘潭市,湖南省
430382,韶山市,湘潭市,湖南省
430400,衡阳市,湖南省,湖南省
430405,珠晖区,衡阳市,湖南省
430406,雁峰区,衡阳市,湖南省
430407,石鼓区,衡阳市,湖南省
430408,蒸湘区,衡阳市,湖南省
430412,南岳区,衡阳市,湖南省
430421,衡阳县,衡阳市,湖南省
430422,衡南县,衡阳市,湖南省
430423,衡山县,衡阳市,湖南省
430424,衡东县,衡阳市,湖南省
430426,祁东县,衡阳市,湖南省
430481,耒阳市,衡阳市,湖南省
430482,常宁市,衡阳市,湖南省
430500,邵阳市,湖南省,湖南省
430502,双清区,邵阳市,湖南省
430503,大祥区,邵阳市,湖南省
430511,北塔区,邵阳市,湖南省
430522,新邵县,邵阳市,湖南省
430523,邵阳县,邵阳市,湖南省
430524,隆回县,邵阳市,湖南省
430525,洞口县,邵阳市,湖南省
430527,绥宁县,邵阳市,湖南省
430528,新宁县,邵阳市,湖南省
430529,城步苗族自治县,邵阳市,湖南省
430581,武冈市,邵阳市,湖南省
430582,邵东市,邵阳市,湖南省
430600,岳阳市,湖南省,湖南省
430602,岳阳楼区,岳阳市,湖南省
430603,云溪区,岳阳市,湖南省
430611,君山区,岳阳市,湖南省
430621,岳阳县,岳阳市,湖南省
430623,华容县,岳阳市,湖南省
430624,湘阴县,岳阳市,湖南省
430626,平江县,岳阳市,湖南省
430681,汨罗市,岳阳市,湖南省
430682,临湘市,岳阳市,湖南省
430700,常德市,湖南省,湖南省
430702,武陵区,常德市,湖南省
430703,鼎城区,常德市,湖南省
430721,安乡县,常德市,湖南省
430722,汉寿县,常德市,湖南省
430723,澧县,常德市,湖南省
430724,临澧县,常德市,湖南省
430725,桃源县,常德市,湖南省
430726,石门县,常德市,湖南省
430781,津市市,常德市,湖南省
430800,张家界市,湖南省,湖南省
430802,永定区,张家界市,湖南省
430811,武陵源区,张家界市,湖南省
430821,慈利县,张家界市,湖南省
430822,桑植县,张家界市,湖南省
430900,益阳市,湖南省,湖南省
430902,资阳区,益阳市,湖南省
430903,赫山区,益阳市,湖南省
430921,南县,益阳市,湖南省
430922,桃江县,益阳市,湖南省
430923,安化县,益阳市,湖南省
430981,沅江市,益阳市,湖南省
431000,郴州市,湖南省,湖南省
431002,北湖区,郴州市,湖南省
431003,苏仙区,郴州市,湖南省
431021,桂阳县,郴州市,湖南省
431022,宜章县,郴州市,湖南省
431023,永兴县,郴州市,湖南省
431024,嘉禾县,郴州市,湖南省
431025,临武县,郴州市,湖南省
431026,汝城县,郴州市,湖南省
431027,桂东县,郴州市,湖南省
431028,安仁县,郴州市,湖南省
431081,资兴市,郴州市,湖南省
431100,永州市,湖南省,湖南省
431102,零陵区,永州市,湖南省
431103,冷水滩区,永州市,湖南省
431121,祁阳县,永州市,湖南省
431122,东安县,永州市,湖南省
431123,双牌县,永州市,湖南省
431124,道县,永州市,湖南省
431125,江永县,永州市,湖南省
431126,宁远县,永州市,湖南省
431127,蓝山县,永州市,湖南省
431128,新田县,永州市,湖南省
431129,江华瑶族自治县,永州市,湖南省
431200,怀化市,湖南省,湖南省
431202,鹤城区,怀化市,湖南省
431221,中方县,怀化市,湖南省
431222,沅陵县,怀化市,湖南省
431223,辰溪县,怀化市,湖南省
431224,溆浦县,怀化市,湖南省
431225,会同县,怀化市,湖南省
431226,麻阳苗族自治县,怀化市,湖南省
431227,新晃侗族自治县,怀化市,湖南省
431228,芷江侗族自治县,怀化市,湖南省
431229,靖州苗族侗族自治县,怀化市,湖南省
431230,通道侗族自治县,怀化市,湖南省
431281,洪江市,怀化市,湖南省
431300,娄底市,湖南省,湖南省
431302,娄星区,娄底市,湖南省
431321,双峰县,娄底市,湖南省
431322,新化县,娄底市,湖南省
431381,冷水江市,娄底市,湖南省
431382,涟源市,娄底市,湖南省
433100,湘西土家族苗族自治州,湖南省,湖南省
433101,吉首市,湘西土家族苗族自治州,湖南省
433122,泸溪县,湘西土家族苗族自治州,湖南省
433123,凤凰县,湘西土家族苗族自治州,湖南省
433124,花垣县,湘西土家族苗族自治州,湖南省
433125,保靖县,湘西土家族苗族自治州,湖南省
433126,古丈县,湘西土家族苗族自治州,湖南省
433127,永顺县,湘西土家族苗族自治州,湖南省
433130,龙山县,湘西土家族苗族自治州,湖南省
440000,广东省,中华人民共和国,广东省
440100,广州市,广东省,广东省
440103,荔湾区,广州市,广东省
440104,越秀区,广州市,广东省
440105,海珠区,广州市,广东省
440106,天河区,广州市,广东省
440111,白云区,广州市,广东省
440112,黄埔区,广州市,广东省
440113,番禺区,广州市,广东省
440114,花都区,广州市,广东省
440115,南沙区,广州市,广东省
440117,从化区,广州市,广东省
440118,增城区,广州市,广东省
440200,韶关市,广东省,广东省
440203,武江区,韶关市,广东省
440204,浈江区,韶关市,广东省
440205,曲江区,韶关市,广东省
440222,始兴县,韶关市,广东省
440224,仁化县,韶关市,广东省
440229,翁源县,韶关市,广东省
440232,乳源瑶族自治县,韶关市,广东省
440233,新丰县,韶关市,广东省
440281,乐昌市,韶关市,广东省
440282,南雄市,韶关市,广东省
440300,深圳市,广东省,广东省
440303,罗湖区,深圳市,广东省
440304,福田区,深圳市,广东省
440305,南山区,深圳市,广东省
440306,宝安区,深圳市,广东省
440307,龙岗区,深圳市,广东省
440308,盐田区,深圳市,广东省
440309,龙华区,深圳市,广东省
440310,坪山区,深圳市,广东省
440311,光明区,深圳市,广东省
440400,珠海市,广东省,广东省
440402,香洲区,珠海市,广东省
440403,斗门区,珠海市,广东省
440404,金湾区,珠海市,广东省
440500,汕头市,广东省,广东省
440507,龙湖区,汕头市,广东省
440511,金平区,汕头市,广东省
440512,濠江区,汕头市,广东省
440513,潮阳区,汕头市,广东省
440514,潮南区,汕头市,广东省
440515,澄海区,汕头市,广东省
440523,南澳县,汕头市,广东省
440600,佛山市,广东省,广东省
440604,禅城区,佛山市,广东省
440605,南海区,佛山市,广东省
440606,顺德区,佛山市,广东省
440607,三水区,佛山市,广东省
440608,高明区,佛山市,广东省
440700,江门市,广东省,广东省
440703,蓬江区,江门市,广东省
440704,江海区,江门市,广东省
440705,新会区,江门市,广东省
440781,台山市,江门市,广东省
440783,开平市,江门市,广东省
440784,鹤山市,江门市,广东省
440785,恩平市,江门市,广东省
440800,湛江市,广东省,广东省
440802,赤坎区,湛江市,广东省
440803,霞山区,湛江市,广东省
440804,坡头区,湛江市,广东省
440811,麻章区,湛江市,广东省
440823,遂溪县,湛江市,广东省
440825,徐闻县,湛江市,广东省
440881,廉江市,湛江市,广东省
440882,雷州市,湛江市,广东省
440883,吴川市,湛江市,广东省
440900,茂名市,广东省,广东省
440902,茂南区,茂名市,广东省
440904,电白区,茂名市,广东省
440981,高州市,茂名市,广东省
440982,化州市,茂名市,广东省
440983,信宜市,茂名市,广东省
441200,肇庆市,广东省,广东省
441202,端州区,肇庆市,广东省
441203,鼎湖区,肇庆市,广东省
441204,高要区,肇庆市,广东省
441223,广宁县,肇庆市,广东省
441224,怀集县,肇庆市,广东省
441225,封开县,肇庆市,广东省
441226,德庆县,肇庆市,广东省
441284,四会市,肇庆市,广东省
441300,惠州市,广东省,广东省
441302,惠城区,惠州市,广东省
441303,惠阳区,惠州市,广东省
441322,博罗县,惠州市,广东省
441323,惠东县,惠州市,广东省
441324,龙门县,惠州市,广东省
441400,梅州市,广东省,广东省
441402,梅江区,梅州市,广东省
441403,梅县区,梅州市,广东省
441422,大埔县,梅州市,广东省
441423,丰顺县,梅州市,广东省
441424,五华县,梅州市,广东省
441426,平远县,梅州市,广东省
441427,蕉岭县,梅州市,广东省
441481,兴宁市,梅州市,广东省
441500,汕尾市,广东省,广东省
441502,城区,汕尾市,广东省
441521,海丰县,汕尾市,广东省
441523,陆河县,汕尾市,广东省
441581,陆丰市,汕尾市,广东省
441600,河源市,广东省,广东省
441602,源城区,河源市,广东省
441621,紫金县,河源市,广东省
441622,龙川县,河源市,广东省
441623,连平县,河源市,广东省
441624,和平县,河源市,广东省
441625,东源县,河源市,广东省
441700,阳江市,广东省,广东省
441702,江城区,阳江市,广东省
441704,阳东区,阳江市,广东省
441721,阳西县,阳江市,广东省
441781,阳春市,阳江市,广东省
441800,清远市,广东省,广东省
441802,清城区,清远市,广东省
441803,清新区,清远市,广东省
441821,佛冈县,清远市,广东省
441823,阳山县,清远市,广东省
441825,连山壮族瑶族自治县,清远市,广东省
441826,连南瑶族自治县,清远市,广东省
441881,英德市,清远市,广东省
441882,连州市,清远市,广东省
441900,东莞市,广东省,广东省
442000,中山市,广东省,广东省
445100,潮州市,广东省,广东省
445102,湘桥区,潮州市,广东省
445103,潮安区,潮州市,广东省
445122,饶平县,潮州市,广东省
445200,揭阳市,广东省,广东省
445202,榕城区,揭阳市,广东省
445203,揭东区,揭阳市,广东省
445222,揭西县,揭阳市,广东省
445224,惠来县,揭阳市,广东省
445281,普宁市,揭阳市,广东省
445300,云浮市,广东省,广东省
445302,云城区,云浮市,广东省
445303,云安区,云浮市,广东省
445321,新兴县,云浮市,广东省
445322,郁南县,云浮市,广东省
445381,罗定市,云浮市,广东省
450000,广西壮族自治区,中华人民共和国,广西壮族自治区
450100,南宁市,广西壮族自治区,广西壮族自治区
450102,兴宁区,南宁市,广西壮族自治区
450103,青秀区,南宁市,广西壮族自治区
450105,江南区,南宁市,广西壮族自治区
450107,西乡塘区,南宁市,广西壮族自治区
450108,良庆区,南宁市,广西壮族自治区
450109,邕宁区,南宁市,广西壮族自治区
450110,武鸣区,南宁市,广西壮族自治区
450123,隆安县,南宁市,广西壮族自治区
450124,马山县,南宁市,广西壮族自治区
450125,上林县,南宁市,广西壮族自治区
450126,宾阳县,南宁市,广西壮族自治区
450127,横县,南宁市,广西壮族自治区
450200,柳州市,广西壮族自治区,广西壮族自治区
450202,城中区,柳州市,广西壮族自治区
450203,鱼峰区,柳州市,广西壮族自治区
450204,柳南区,柳州市,广西壮族自治区
450205,柳北区,柳州市,广西壮族自治区
450206,柳江区,柳州市,广西壮族自治区
450222,柳城县,柳州市,广西壮族自治区
450223,鹿寨县,柳州市,广西壮族自治区
450224,融安县,柳州市,广西壮族自治区
450225,融水苗族自治县,柳州市,广西壮族自治区
450226,三江侗族自治县,柳州市,广西壮族自治区
450300,桂林市,广西壮族自治区,广西壮族自治区
450302,秀峰区,桂林市,广西壮族自治区
450303,叠彩区,桂林市,广西壮族自治区
450304,象山区,桂林市,广西壮族自治区
450305,七星区,桂林市,广西壮族自治区
450311,雁山区,桂林市,广西壮族自治区
450312,临桂区,桂林市,广西壮族自治区
450321,阳朔县,桂林市,广西壮族自治区
450323,灵川县,桂林市,广西壮族自治区
450324,全州县,桂林市,广西壮族自治区
450325,兴安县,桂林市,广西壮族自治区
450326,永福县,桂林市,广西壮族自治区
450327,灌阳县,桂林市,广西壮族自治区
450328,龙胜各族自治县,桂林市,广西壮族自治区
450329,资源县,桂林市,广西壮族自治区
450330,平乐县,桂林市,广西壮族自治区
450381,荔浦市,桂林市,广西壮族自治区
450332,恭城瑶族自治县,桂林市,广西壮族自治区
450400,梧州市,广西壮族自治区,广西壮族自治区
450403,万秀区,梧州市,广西壮族自治区
450405,长洲区,梧州市,广西壮族自治区
450406,龙圩区,梧州市,广西壮族自治区
450421,苍梧县,梧州市,广西壮族自治区
450422,藤县,梧州市,广西壮族自治区
450423,蒙山县,梧州市,广西壮族自治区
450481,岑溪市,梧州市,广西壮族自治区
450500,北海市,广西壮族自治区,广西壮族自治区
450502,海城区,北海市,广西壮族自治区
450503,银海区,北海市,广西壮族自治区
450512,铁山港区,北海市,广西壮族自治区
450521,合浦县,北海市,广西壮族自治区
450600,防城港市,广西壮族自治区,广西壮族自治区
450602,港口区,防城港市,广西壮族自治区
450603,防城区,防城港市,广西壮族自治区
450621,上思县,防城港市,广西壮族自治区
450681,东兴市,防城港市,广西壮族自治区
450700,钦州市,广西壮族自治区,广西壮族自治区
450702,钦南区,钦州市,广西壮族自治区
450703,钦北区,钦州市,广西壮族自治区
450721,灵山县,钦州市,广西壮族自治区
450722,浦北县,钦州市,广西壮族自治区
450800,贵港市,广西壮族自治区,广西壮族自治区
450802,港北区,贵港市,广西壮族自治区
450803,港南区,贵港市,广西壮族自治区
450804,覃塘区,贵港市,广西壮族自治区
450821,平南县,贵港市,广西壮族自治区
450881,桂平市,贵港市,广西壮族自治区
450900,玉林市,广西壮族自治区,广西壮族自治区
450902,玉州区,玉林市,广西壮族自治区
450903,福绵区,玉林市,广西壮族自治区
450921,容县,玉林市,广西壮族自治区
450922,陆川县,玉林市,广西壮族自治区
450923,博白县,玉林市,广西壮族自治区
450924,兴业县,玉林市,广西壮族自治区
450981,北流市,玉林市,广西壮族自治区
451000,百色市,广西壮族自治区,广西壮族自治区
451002,右江区,百色市,广西壮族自治区
451003,田阳区,百色市,广西壮族自治区
451022,田东县,百色市,广西壮族自治区
451024,德保县,百色市,广西壮族自治区
451026,那坡县,百色市,广西壮族自治区
451027,凌云县,百色市,广西壮族自治区
451028,乐业县,百色市,广西壮族自治区
451029,田林县,百色市,广西壮族自治区
451030,西林县,百色市,广西壮族自治区
451031,隆林各族自治县,百色市,广西壮族自治区
451081,靖西市,百色市,广西壮族自治区
451082,平果市,百色市,广西壮族自治区
451100,贺州市,广西壮族自治区,广西壮族自治区
451102,八步区,贺州市,广西壮族自治区
451103,平桂区,贺州市,广西壮族自治区
451121,昭平县,贺州市,广西壮族自治区
451122,钟山县,贺州市,广西壮族自治区
451123,富川瑶族自治县,贺州市,广西壮族自治区
451200,河池市,广西壮族自治区,广西壮族自治区
451202,金城江区,河池市,广西壮族自治区
451203,宜州区,河池市,广西壮族自治区
451221,南丹县,河池市,广西壮族自治区
451222,天峨县,河池市,广西壮族自治区
451223,凤山县,河池市,广西壮族自治区
451224,东兰县,河池市,广西壮族自治区
451225,罗城仫佬族自治县,河池市,广西壮族自治区
451226,环江毛南族自治县,河池市,广西壮族自治区
451227,巴马瑶族自治县,河池市,广西壮族自治区
451228,都安瑶族自治县,河池市,广西壮族自治区
451229,大化瑶族自治县,河池市,广西壮族自治区
451300,来宾市,广西壮族自治区,广西壮族自治区
451302,兴宾区,来宾市,广西壮族自治区
451321,忻城县,来宾市,广西壮族自治区
451322,象州县,来宾市,广西壮族自治区
451323,武宣县,来宾市,广西壮族自治区
451324,金秀瑶族自治县,来宾市,广西壮族自治区
451381,合山市,来宾市,广西壮族自治区
451400,崇左市,广西壮族自治区,广西壮族自治区
451402,江州区,崇左市,广西壮族自治区
451421,扶绥县,崇左市,广西壮族自治区
451422,宁明县,崇左市,广西壮族自治区
451423,龙州县,崇左市,广西壮族自治区
451424,大新县,崇左市,广西壮族自治区
451425,天等县,崇左市,广西壮族自治区
451481,凭祥市,崇左市,广西壮族自治区
460000,海南省,中华人民共和国,广西壮族自治区
460100,海口市,海南省,广西壮族自治区
460105,秀英区,海口市,广西壮族自治区
460106,龙华区,海口市,广西壮族自治区
460107,琼山区,海口市,广西壮族自治区
460108,美兰区,海口市,广西壮族自治区
460200,三亚市,海南省,广西壮族自治区
460202,海棠区,三亚市,广西壮族自治区
460203,吉阳区,三亚市,广西壮族自治区
460204,天涯区,三亚市,广西壮族自治区
460205,崖州区,三亚市,广西壮族自治区
460300,三沙市,海南省,广西壮族自治区
460400,儋州市,海南省,广西壮族自治区
469001,五指山市,儋州市,广西壮族自治区
469002,琼海市,儋州市,广西壮族自治区
469005,文昌市,儋州市,广西壮族自治区
469006,万宁市,儋州市,广西壮族自治区
469007,东方市,儋州市,广西壮族自治区
469021,定安县,儋州市,广西壮族自治区
469022,屯昌县,儋州市,广西壮族自治区
469023,澄迈县,儋州市,广西壮族自治区
469024,临高县,儋州市,广西壮族自治区
469025,白沙黎族自治县,儋州市,广西壮族自治区
469026,昌江黎族自治县,儋州市,广西壮族自治区
469027,乐东黎族自治县,儋州市,广西壮族自治区
469028,陵水黎族自治县,儋州市,广西壮族自治区
469029,保亭黎族苗族自治县,儋州市,广西壮族自治区
469030,琼中黎族苗族自治县,儋州市,广西壮族自治区
500000,重庆市,中华人民共和国,重庆市
500101,万州区,重庆市,重庆市
500102,涪陵区,重庆市,重庆市
500103,渝中区,重庆市,重庆市
500104,大渡口区,重庆市,重庆市
500105,江北区,重庆市,重庆市
500106,沙坪坝区,重庆市,重庆市
500107,九龙坡区,重庆市,重庆市
